movieId,title,genres,tmdbId,image_url,year
3134,Grand Illusion (La grande illusion) ,"['Drama', 'War']",777,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,1937
3135,The Great Santini ,['Drama'],21887,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/YWbASptY42d38T8GLeiQln6s09.jpg,1979
3138,Stealing Home ,['Drama'],32331,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1Ra7steAFx9gqjfwWFyfGclE1lf.jpg,1988
3141,The Two Jakes ,['Drama'],32669,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5s4QSHgu3GvcBeZ4AqagMIULhyw.jpg,1990
3142,U2: Rattle and Hum ,"['Documentary', 'Musical']",18161,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/h78np6cU2cZCs9YPpvP5vz0SA7f.jpg,1988
3143,Hell in the Pacific ,"['Drama', 'War']",31681,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zWajIQuvtmdNxuhkOUo037Df1Pr.jpg,1968
3145,Cradle Will Rock ,['Drama'],32274,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/d8LJWY8kaAIlfMiQLOGglL8VqVT.jpg,1999
3146,Deuce Bigalow: Male Gigolo ,['Comedy'],10402,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg,1999
3147,The Green Mile ,"['Crime', 'Drama']",497,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999
3148,The Cider House Rules ,['Drama'],1715,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8Fr402A5aOS9JLK0Ll8C0QDcgwm.jpg,1999
3150,The War Zone ,"['Drama', 'Thriller']",42739,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9kaSTeW12yEwEapZ6PnYUPz6GDX.jpg,1999
3152,The Last Picture Show ,['Drama'],25188,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7NYePZc0lZrRomtmQsjOJMePTEb.jpg,1971
3153,The 7th Voyage of Sinbad ,"['Action', 'Adventure', 'Fantasy']",15515,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mzEFF9YRN13HLz6Cq7jMYR8aHVb.jpg,1958
3155,Anna and the King ,"['Drama', 'Romance']",1439,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/PIlOkljucv7HnvATbn4JwrAvSn.jpg,1999
3156,Bicentennial Man ,"['Drama', 'Romance', 'Sci-Fi']",2277,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg,1999
3157,Stuart Little ,"['Children', 'Comedy', 'Fantasy']",10137,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/niZSfupE9XR7GmEUq2XdURVH66T.jpg,1999
3158,The Emperor and the Assassin (Jing ke ci qin wang) ,['Drama'],10387,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hroNcPp2cn6mMWcYpkEud2GY78f.jpg,1999
3159,Fantasia 2000 ,"['Animation', 'Children', 'Musical', 'IMAX']",49948,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5rwAtUaKEK48CPUijVfVU0IPKPZ.jpg,1999
3160,Magnolia ,['Drama'],334,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg,1999
3161,Onegin ,"['Drama', 'Romance']",30237,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wqI9NPJfTwD6ggEL7jdVCdJFc0m.jpg,1999
3162,Simpatico ,"['Comedy', 'Drama']",50116,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/p6JglpvM6ERbZAYEW31gwvNprVZ.jpg,1999
3163,Topsy-Turvy ,"['Comedy', 'Drama', 'Musical']",46435,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vDYy9GMV6U5HJOG3WTAU7ACmkmr.jpg,1999
3165,Boiling Point ,"['Action', 'Drama']",22213,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xAbdbXLitLxBKzH6r9ACSLAFEXl.jpg,1993
3167,Carnal Knowledge ,"['Comedy', 'Drama']",36492,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/peBMUTmfKBg9wHYu6L7NwW4ouno.jpg,1971
3168,Easy Rider ,"['Adventure', 'Drama']",624,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mmGEB6ly9OG8SYVfvAoa6QqHNvN.jpg,1969
3169,The Falcon and the Snowman ,"['Crime', 'Drama', 'Thriller']",26578,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oDeaorrKpjzYgH1c9ePoJ3x9qvw.jpg,1985
3171,Room at the Top ,['Drama'],43103,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/82jhCneqNLXUk3tiQQjqGAGWBtR.jpg,1959
3173,Any Given Sunday ,['Drama'],9563,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eiWm5abcED5wKPV5LoXgfFoMpLK.jpg,1999
3174,Man on the Moon ,"['Comedy', 'Drama']",1850,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/msOZS07xRIFnapwp3fprGbKEAfT.jpg,1999
3175,Galaxy Quest ,"['Adventure', 'Comedy', 'Sci-Fi']",926,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fZXSwgZknp81vmciTb86rw0MejV.jpg,1999
3176,The Talented Mr. Ripley ,"['Drama', 'Mystery', 'Thriller']",1213,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg,1999
3177,Next Friday ,['Comedy'],10471,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dP4fYCGQZzg17ta7FvLwJVCwwt9.jpg,2000
3178,The Hurricane ,['Drama'],10400,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eOzbt7KsqTC8gcjJMxcQnr89cxJ.jpg,1999
3179,Angela's Ashes ,['Drama'],10397,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3Zzcys11nAPP14sKW9l97fIHhkK.jpg,1999
3181,Titus ,['Drama'],12524,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/82mCeQoeT2C7h7vR6Ot9MQotE1R.jpg,1999
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. ",['Documentary'],28216,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6k2BXIwfKv10PIV3LHzgV4OFfNO.jpg,1999
3183,The Third Miracle ,['Drama'],36773,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mW96cgjejxCnvCoeD1hJq3s3Esa.jpg,1999
3185,Snow Falling on Cedars ,['Drama'],10219,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/h1CujbeKvwkR6LMr4jVuMM0C94X.jpg,1999
3186,"Girl, Interrupted ",['Drama'],3558,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,1999
3189,My Dog Skip ,"['Children', 'Drama']",17908,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/A3TafOveMdmc1mzjCrmMBNa3oQ2.jpg,1999
3190,Supernova ,"['Adventure', 'Sci-Fi', 'Thriller']",10384,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AmHGUjhgXnOYRYrF2ZYMtzfwxPe.jpg,2000
3192,The Terrorist (a.k.a. Malli) (Theeviravaathi) ,['Drama'],48233,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1gMccHZ6Ov37MphOE2w8C3V5pJp.jpg,1998
3194,The Way We Were ,"['Drama', 'Romance']",10236,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rwBONrd3ipufrSA2sAQtvhC0FYF.jpg,1973
3196,Stalag 17 ,"['Drama', 'War']",632,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lfve9FDKjT7JPbWI9NCs5340F79.jpg,1953
3197,The Presidio ,"['Action', 'Crime', 'Romance', 'Thriller']",11851,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7bFzOk9HGL0UDeCkohialaBSisP.jpg,1988
3198,Papillon ,"['Crime', 'Drama']",5924,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iEX7InvPSZeMzBVjYrEnD3Od7ZY.jpg,1973
3200,The Last Detail ,"['Comedy', 'Drama']",14886,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zQoNkO99qfaBjh5aoA0pKau1prp.jpg,1973
3201,Five Easy Pieces ,['Drama'],26617,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8vyvSTelb8pm4E64JWhItZ3uVc3.jpg,1970
3203,Dead Calm ,['Thriller'],10493,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,1989
3204,The Boys from Brazil ,"['Action', 'Mystery', 'Thriller']",16241,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dSgWAndpMGJVLYm1PquqBySgJvA.jpg,1978
3206,Against All Odds ,['Romance'],22160,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/Ac0m41QYoxYBfRoU4cL491vOfEv.jpg,1984
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) ,"['Action', 'Comedy']",9644,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tIdlDgiVQ4kbgVXXIlP8LswubkN.jpg,1993
3210,Fast Times at Ridgemont High ,"['Comedy', 'Drama', 'Romance']",13342,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e15rmfjf0m6EGLe4MnNhwD3Dd1W.jpg,1982
3211,"Cry in the Dark, A ",['Drama'],35119,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/auyoK8OZh1sZldjJfy9RGzS6crV.jpg,1988
3213,Batman: Mask of the Phantasm ,"['Animation', 'Children']",14919,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/l4jaQjkgznu2Rz05X18f24UjPNW.jpg,1993
3214,American Flyers ,['Drama'],14040,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sa8otETzs4ZJ77s7LypCmD0zzQe.jpg,1985
3217,"Star Is Born, A ",['Drama'],22692,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/90EfCmXXWOs5dy7rHTNvGT9T8Kz.jpg,1937
3219,Pacific Heights ,"['Mystery', 'Thriller']",2990,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ucYJ8LREhUQ5GTrNKgFMheIOoPz.jpg,1990
3221,The Draughtsman's Contract ,['Drama'],10831,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ljeTWR2kowGXijMc8LMuy72ULM3.jpg,1982
3223,"Zed & Two Noughts, A ",['Drama'],33078,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7nyF9rccCMeJRIBVAFaah8Gcc9e.jpg,1985
3224,Woman in the Dunes (Suna no onna) ,['Drama'],16672,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rE6vtXBDXy3cjyFmxfsDese0Eo4.jpg,1964
3225,Down to You ,"['Comedy', 'Romance']",10472,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ptvHDZtJxj9kj1unae6ryoXsmud.jpg,2000
3230,The Odessa File ,['Thriller'],21489,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/j8uFsP2PxDMN3bdo5Ve6fYj0ebN.jpg,1974
3235,Where the Buffalo Roam ,['Comedy'],13005,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vRMeb4LN416PGvSgG0n063bc5ez.jpg,1980
3238,Eye of the Beholder ,['Thriller'],18681,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8HqoPlkABscGIUUrv5DBq7SLdKm.jpg,1999
3240,The Big Tease ,['Comedy'],20468,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i7HjSujyV4PpIcTzhlNxNGvMiRJ.jpg,1999
3241,The Cup (Phörpa) ,['Comedy'],14521,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gyWdTg8Zjos9mxHFETbFL0c0hv9.jpg,1999
3243,Encino Man ,['Comedy'],10406,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xRR9CLZOEKxAt4CNcFe7R7A4ptj.jpg,1992
3244,The Goodbye Girl ,"['Comedy', 'Romance']",14741,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/u53iNqggWEkohdtqAltn5jGySOR.jpg,1977
3246,Malcolm X ,['Drama'],1883,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/k4WmDnR0HWQ9aN2sAosKVHKwxUa.jpg,1992
3247,Sister Act ,"['Comedy', 'Crime']",2005,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xZvVSZ0RTxIjblLV87vs7ADM12m.jpg,1992
3248,Sister Act 2: Back in the Habit ,['Comedy'],6279,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dlkBp5S6Ei5f54031rAhyb4IwML.jpg,1993
3249,The Hand That Rocks the Cradle ,"['Drama', 'Thriller']",11087,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8Ktj8PuupTIFIUIiuOqxfKKg2c2.jpg,1992
3250,Alive ,['Drama'],7305,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg,1993
3251,Agnes of God ,"['Drama', 'Mystery']",24735,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/m2QrxkojSmQb9k4DN6qhovDHLwD.jpg,1985
3252,Scent of a Woman ,['Drama'],9475,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4adI7IaveWb7EidYXfLb3MK3CgO.jpg,1992
3253,Wayne's World ,['Comedy'],8872,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rsgklbt5KxeuUuchehnLACxzisP.jpg,1992
3254,Wayne's World 2 ,['Comedy'],8873,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4b7skjfBrQTJ8VVMZ2B4guY0Fhg.jpg,1993
3255,"League of Their Own, A ","['Comedy', 'Drama']",11287,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7xpFXAOjgzFPE3vyVerFGfrXhFK.jpg,1992
3256,Patriot Games ,"['Action', 'Crime', 'Drama', 'Thriller']",9869,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9IT7gnszrRthduYxCLqaIkM55Un.jpg,1992
3257,The Bodyguard ,"['Drama', 'Romance', 'Thriller']",619,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2VgZW2ZD3pNoV2j8U2GXNRwOsk9.jpg,1992
3258,Death Becomes Her ,"['Comedy', 'Fantasy']",9374,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vWcXU9J2RxyHN9qRXW3GDhG40t3.jpg,1992
3259,Far and Away ,"['Adventure', 'Drama', 'Romance']",11259,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rbxvGXcD7fixrAsbiAYl9R76uDs.jpg,1992
3260,Howards End ,['Drama'],8293,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1009nhfj28VhhQnVadtjkOacduX.jpg,1992
3261,Singles ,"['Comedy', 'Drama', 'Romance']",11068,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cNM5YW9DgMv5vmLPE1uos1VCI2I.jpg,1992
3262,Twin Peaks: Fire Walk with Me ,"['Crime', 'Drama', 'Mystery', 'Thriller']",1923,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mxsGXqetGnirf99qapYd5MMY1VL.jpg,1992
3263,White Men Can't Jump ,"['Comedy', 'Drama']",10158,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg,1992
3264,Buffy the Vampire Slayer ,"['Action', 'Comedy', 'Horror']",10206,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tcF3S4UdFpuoZEWovMDq5AXazNF.jpg,1992
3265,Hard-Boiled (Lat sau san taam) ,"['Action', 'Crime', 'Drama', 'Thriller']",11782,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wuljacjo7DCzUzDianeZZwPb6to.jpg,1992
3266,Man Bites Dog (C'est arrivé près de chez vous) ,"['Comedy', 'Crime', 'Drama', 'Thriller']",10086,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cT8XcigfWuD2hMZJJg6cXewv96F.jpg,1992
3267,"Mariachi, El ","['Action', 'Crime', 'Thriller', 'Western']",9367,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zRh7K4SV1xQ419m8gzGITak51vc.jpg,1992
3268,Stop! Or My Mom Will Shoot ,"['Action', 'Comedy']",9876,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/meHDNuHPqCTOjgU3COImhxVa5H0.jpg,1992
3269,Forever Young ,"['Drama', 'Romance', 'Sci-Fi']",10326,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1emjW7UqtVWsn6P6YPg8NFNnmen.jpg,1992
3270,The Cutting Edge ,"['Comedy', 'Drama', 'Romance']",16562,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/f46oRkJXQgcfKsab7nWMG6Gjc6b.jpg,1992
3271,Of Mice and Men ,['Drama'],9609,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qAHLUMZyoW3iwj2b01B2nKcePTA.jpg,1992
3272,Bad Lieutenant ,"['Crime', 'Drama']",12143,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mVJ2mXykqq3t2v1nuouf1P10g0d.jpg,1992
3273,Scream 3 ,"['Comedy', 'Horror', 'Mystery', 'Thriller']",4234,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,2000
3274,Single White Female ,"['Drama', 'Thriller']",9605,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sb5ddEID3zQnBhHTHeJOmqyqp98.jpg,1992
3275,The Boondock Saints ,"['Action', 'Crime', 'Drama', 'Thriller']",8374,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gj3V39yiGPH1FAylXxzzVneflxA.jpg,2000
3276,Gun Shy ,['Comedy'],29076,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iMCuGjQu5LsS6hyr5KmRDNqcomy.jpg,2000
3280,The Baby ,['Horror'],28156,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9goORMBvWbO2gi6YTeVJ15y96ig.jpg,1973
3281,The Brandon Teena Story ,['Documentary'],113096,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2VUVDdbInXCTn4X2ViCkIYE33r5.jpg,1998
3283,Minnie and Moskowitz ,['Action'],24349,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/37H57kpnNtQhqe4SAzRc9ktsGut.jpg,1971
3284,They Might Be Giants ,"['Comedy', 'Mystery', 'Romance']",27841,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dqA9truOadjbvLEMGiVweblu9cz.jpg,1971
3285,The Beach ,"['Adventure', 'Drama']",1907,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mlDgFjQE5f7nOJV9VLbo661hlbA.jpg,2000
3286,Snow Day ,['Comedy'],15489,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/myTnHKy178rrd1oUG3GkEvc641G.jpg,2000
3287,The Tigger Movie ,"['Animation', 'Children']",15655,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lxuiGvLHIL1ZyePP7bn6FcKj0Mr.jpg,2000
3289,Not One Less (Yi ge dou bu neng shao) ,['Drama'],36210,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y77YNEQeYld4JG2nF70grpTNk1y.jpg,1999
3294,Eaten Alive ,['Horror'],30062,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9pQk8hRRCNfvFEjlOuyUWFsXryS.jpg,1977
3295,Raining Stones ,['Drama'],62463,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tkkfaTOTgeQ8iq0yQn4y8MvGkG8.jpg,1993
3296,To Sir with Love ,['Drama'],25934,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kzkhNXkNk6PFaCUFizkO66o76Uh.jpg,1967
3298,Boiler Room ,"['Crime', 'Drama', 'Thriller']",14181,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uYbkko9u3RUbrFO7oDCScxdOlvQ.jpg,2000
3299,Hanging Up ,"['Comedy', 'Drama']",10385,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lnnFFGhIXi6ZDU3r29eKHKTHdq0.jpg,2000
3300,Pitch Black ,"['Horror', 'Sci-Fi', 'Thriller']",2787,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg,2000
3301,The Whole Nine Yards ,"['Comedy', 'Crime']",2069,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/r4FvRHW1J9FAOnCYchZ7QanQ04e.jpg,2000
3302,Beautiful People ,['Comedy'],61416,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xuosEWdr5kutzDr8F0B3z3aIGu4.jpg,1999
3303,Black Tar Heroin: The Dark End of the Street ,['Documentary'],79515,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9xeGLoPEnrP92GfKLNJJxaz4RNn.jpg,2000
3306,The Circus ,['Comedy'],28978,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hWw9HfQmd4Rn1Et4vgZQsEf5tEZ.jpg,1928
3307,City Lights ,"['Comedy', 'Drama', 'Romance']",901,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,1931
3308,The Flamingo Kid ,"['Comedy', 'Drama']",25010,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dxHBRHdEjw9FpvqR6nX4I5LyE9h.jpg,1984
3310,The Kid ,"['Comedy', 'Drama']",10098,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,1921
3313,Class Reunion ,['Comedy'],33374,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9Ci3ywt4fbrN6TP5iknNcQ1FHDf.jpg,1982
3315,Happy Go Lovely ,['Musical'],127602,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yLNw2Q0wQ2A4UR4RWBw1YuI4Xue.jpg,1951
3316,Reindeer Games ,"['Action', 'Thriller']",2155,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8y1PedfYWllJVoBbkt9KWLY155v.jpg,2000
3317,Wonder Boys ,"['Comedy', 'Drama']",11004,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vGOdSLaZmu42qqwDUMgrfctJ65M.jpg,2000
3323,Chain of Fools ,"['Comedy', 'Crime']",20682,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rUwl3cfSf60aP1uvfb4QIEVMHuq.jpg,2000
3324,Drowning Mona ,['Comedy'],25166,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iuN2SXCGPIlC7pAPCOzqAdeaDji.jpg,2000
3325,The Next Best Thing ,"['Comedy', 'Drama']",1831,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg,2000
3326,What Planet Are You From? ,"['Comedy', 'Sci-Fi']",10416,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2VtgMZPj3uDLz0zOQqZ74SUZGK4.jpg,2000
3327,Beyond the Mat ,['Documentary'],14271,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/48AfKc79mpRcavpA5Hc7UW9Qqq6.jpg,1999
3328,Ghost Dog: The Way of the Samurai ,"['Crime', 'Drama']",4816,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aw7DbBqiM41Yd5YaJ7mWMoxJCIO.jpg,1999
3329,The Year My Voice Broke ,"['Drama', 'Romance']",19958,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1Xvo36AhDbaj1VYovE8nXGvW0cm.jpg,1987
3330,Splendor in the Grass ,"['Drama', 'Romance']",28569,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jlTxlgUAgX899ltiWPf3ek6lAaF.jpg,1961
3331,My Tutor ,['Drama'],2193,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gMIEasZXQImHpRHos5XsVg80ERV.jpg,1983
3334,Key Largo ,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",11016,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rySfmQQZhS7RswOiJcJrww6FcHy.jpg,1948
3338,For All Mankind ,['Documentary'],20423,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7k8ylisWiEGxdRSlAf6v4PWiAjH.jpg,1989
3341,Born Yesterday ,['Comedy'],24481,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hPiQUhnkgp2O9bQz9KhSyOjLvGl.jpg,1950
3342,Birdy ,"['Drama', 'War']",11296,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/29pXKXcPANhOTxyFqTGEaw7nIws.jpg,1984
3344,Blood Feast ,['Horror'],28172,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bFnOySJFxJSEzaZ8RHrSsFvXWC6.jpg,1963
3345,"Charlie, the Lonesome Cougar ","['Adventure', 'Children']",57855,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hnTunDIFvq7MzWLlg1hmCWFcU3P.jpg,1967
3347,Never Cry Wolf ,"['Adventure', 'Drama']",14280,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/52MiT4XNBZqrkpmifXeAhadsDcg.jpg,1983
3350,"Raisin in the Sun, A ",['Drama'],29478,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/c5sq5QdxwwjzXPT9ffBcjtIdO7S.jpg,1961
3353,The Closer You Get ,"['Comedy', 'Romance']",73642,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hl2M6l1HoGzM6HRvZ5bJsjw4Khm.jpg,2000
3354,Mission to Mars ,['Sci-Fi'],2067,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6bOaiFQZsBEjUZWGPUv3s9pdvhu.jpg,2000
3355,The Ninth Gate ,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",622,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rxw9l9YNL14ODdmAavUwHLBjiDo.jpg,1999
3357,East-West (Est-ouest) ,"['Drama', 'Romance']",28463,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/c1Uf4HC5WEcssVoOm48Bfzn7Wmk.jpg,1999
3358,Defending Your Life ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",12186,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/r10XvCRLss8HLwXkJ3UeVozLY16.jpg,1991
3359,Breaking Away ,"['Comedy', 'Drama']",20283,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6fyhA7Imqxm7SftTqd4RGcayWfn.jpg,1979
3360,Hoosiers (a.k.a. Best Shot) ,"['Drama', 'Romance']",5693,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dHpjZQXEdoi1xNLubM1rPmTHJYz.jpg,1986
3361,Bull Durham ,"['Comedy', 'Drama', 'Romance']",287,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rwIFcBYL9TiSxKtgyWPSsGI5R9k.jpg,1988
3362,Dog Day Afternoon ,"['Crime', 'Drama']",968,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg,1975
3363,American Graffiti ,"['Comedy', 'Drama']",838,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1yFdtOV0b9UBUoBNbw0ZcyLbadk.jpg,1973
